ENV,Year,Location,PLOT,BLOCK,Plot_ID,GENO,ID,Moisture_per,Protein_unadjusted,SAA_unadjusted,Dietary_Fiber_unadjusted,Total_Starch_unadjusted,Resistance_Starch_unadjusted,Protein_15per_DB_Moisture,SAA_15per_DB_Moisture,Dietary_Fiber_15per_DB_Moisture,Total_Starch_15per_DB_Moisture,Resistance_Starch_15per_DB_Moisture,Protein_digestibility_per
CLEM21,2021,CLEM,2051,2,PSP20CU2051,411141,SRR5349967,6.649866668,19.64,0.2783,23.04,51.06,7.23,18.21,0.26,21.37,47.36,6.7,84
CLEM21,2021,CLEM,2052,2,PSP20CU2052,411143,NA,6.355759241,19.72,0.1915,22.64,49.82,6.26,18.24,0.18,20.94,46.07,5.79,84
CLEM21,2021,CLEM,2055,2,PSP20CU2055,356986,SRR5349986,6.536858159,19.68,0.2058,22.32,49.26,8.92,18.23,0.19,20.68,45.63,8.27,84
CLEM21,2021,CLEM,2056,2,PSP20CU2056,271116,SRR5350077,8.88117329,19,0.3132,23.84,54.15,5.47,17.99,0.3,22.57,51.27,5.18,84
CLEM21,2021,CLEM,2057,2,PSP20CU2057,269802,SRR5350087,8.902086258,19.08,0.2796,24.2,49.71,6.66,18.07,0.26,22.92,47.07,6.3,84
CLEM21,2021,CLEM,2058,2,PSP20CU2058,324703,SRR5350020,8.764398509,19.17,0.2356,23.76,51.94,7.23,18.13,0.22,22.47,49.12,6.83,84
CLEM21,2021,CLEM,2059,2,PSP20CU2059,404225,SRR5349969,6.913694458,20.06,0.3546,23.07,50.11,7.99,18.65,0.33,21.45,46.59,7.43,84
CLEM21,2021,CLEM,2060,2,PSP20CU2060,116844,SRR5350211,7.067531571,19.73,0.2731,23.57,48,7.82,18.37,0.25,21.94,44.69,7.28,84
CLEM21,2021,CLEM,2061,2,PSP20CU2061,172339,SRR5350182,7.049813456,20.62,0.3068,23.32,51.03,8.67,19.19,0.29,21.71,47.5,8.07,84
CLEM21,2021,CLEM,2062,2,PSP20CU2062,356980,SRR5349988,7.62890266,20.36,0.2765,22.58,51.82,8.67,19.05,0.26,21.13,48.5,8.12,85
CLEM21,2021,CLEM,2063,2,PSP20CU2063,250448,SRR5350109,7.088531479,21,0.2161,22.65,53.73,6.81,19.56,0.2,21.09,50.03,6.34,85
CLEM21,2021,CLEM,2065,2,PSP20CU2065,393489,SRR5349971,7.078173799,20.3,0.2298,23.17,50.96,6.69,18.9,0.21,21.57,47.45,6.22,85
CLEM21,2021,CLEM,2066,2,PSP20CU2066,250438,SRR5350116,6.869751512,21.26,0.1714,24.68,56.6,7.27,19.76,0.16,22.94,52.59,6.76,85
CLEM21,2021,CLEM,2067,2,PSP20CU2067,164612,SRR5350190,6.575338956,21.22,0.1906,24.71,49.26,7.41,19.67,0.18,22.9,45.65,6.87,85
CLEM21,2021,CLEM,2068,2,PSP20CU2068,486131,SRR5349950,6.869090015,21.03,0.2659,25.41,50.95,7.82,19.54,0.25,23.61,47.34,7.27,86
CLEM21,2021,CLEM,2069,2,PSP20CU2069,116944,SRR5350210,7.394870098,20.9,0.2132,23.58,48.94,6.58,19.52,0.2,22.02,45.7,6.15,85
CLEM21,2021,CLEM,2070,2,PSP20CU2070,203068,SRR5350147,8.095371388,20.63,0.3077,24.3,46.83,7.12,19.39,0.29,22.84,44.02,6.69,85
CLEM21,2021,CLEM,2071,2,PSP20CU2071,476413,SRR5349952,8.24834413,20.58,0.2392,22.84,47.34,6.67,19.37,0.23,21.5,44.56,6.28,85
CLEM21,2021,CLEM,2072,2,PSP20CU2072,250441,SRR5350113,6.066308721,19.01,0.209,22.75,51.03,6.79,17.53,0.19,20.98,47.07,6.27,85
CLEM21,2021,CLEM,2073,2,PSP20CU2073,324695,SRR5350024,5.831604564,19.46,0.3696,22.95,43.71,7.82,17.91,0.34,21.12,40.22,7.2,85
CLEM21,2021,CLEM,2076,2,PSP20CU2076,26154,SRR5349841,6.613674223,19.54,0.225,23.08,47.39,7.12,18.12,0.21,21.4,43.94,6.6,85
CLEM21,2021,CLEM,2077,2,PSP20CU2077,206006,SRR5350144,9.108211205,21.19,0.2593,23.92,50.44,7.6,20.1,0.25,22.69,47.85,7.21,85
CLEM21,2021,CLEM,2078,2,PSP20CU2078,201390,SRR5350150,9.573121412,21.03,0.17,23.92,54.46,7.82,20.04,0.16,22.79,51.89,7.45,85
CLEM21,2021,CLEM,2080,2,PSP20CU2080,180696,SRR5350170,5.452656162,20.35,0.2203,23.4,53.29,7.79,18.66,0.2,21.46,48.87,7.15,85
CLEM21,2021,CLEM,2081,2,PSP20CU2081,639981,SRR5349925,6.740714699,19.81,0.2537,23.28,53.27,7.56,18.39,0.24,21.61,49.44,7.02,85
CLEM21,2021,CLEM,2082,2,PSP20CU2082,180329,SRR5350172,6.204658593,20.14,0.3728,22.56,49.13,8.13,18.6,0.34,20.83,45.37,7.5,84
CLEM21,2021,CLEM,2083,2,PSP20CU2083,279823,SRR5350058,9.541314611,20.82,0.2195,27.05,50.29,7.35,19.83,0.21,25.77,47.9,7,86
CLEM21,2021,CLEM,2084,2,PSP20CU2084,331413,SRR5350018,10.04763739,21.21,0.2095,26.65,50.76,7.99,20.3,0.2,25.5,48.57,7.64,86
CLEM21,2021,CLEM,2087,2,PSP20CU2087,39726,NA,9.615194044,20.82,0.1973,27.11,51.87,8.92,19.85,0.19,25.84,49.44,8.5,86
CLEM21,2021,CLEM,2088,2,PSP20CU2088,269778,SRR5350091,7.045015166,19.39,0.1329,22.91,50.62,5.47,18.05,0.12,21.33,47.11,5.09,84
CLEM21,2021,CLEM,2089,2,PSP20CU2089,242028,SRR5350122,6.989492676,19.78,0.1969,23.62,51.94,7.35,18.4,0.18,21.97,48.32,6.84,84
CLEM21,2021,CLEM,2090,2,PSP20CU2090,269543,NA,6.936132809,20.21,0.1315,24.95,50.74,7.99,18.79,0.12,23.2,47.18,7.43,85
CLEM21,2021,CLEM,2092,2,PSP20CU2092,15008,SRR5349858,7.034435342,20.11,0.2328,22.78,52.65,6.44,18.72,0.22,21.2,49,5.99,84
CLEM21,2021,CLEM,2095,2,PSP20CU2095,639969,SRR5349930,6.232346624,19.88,0.1481,22.49,53.73,7.45,18.36,0.14,20.78,49.63,6.88,85
CLEM21,2021,CLEM,2096,2,PSP20CU2096,358640,SRR5349977,7.017676598,20.13,0.2365,23.45,53.11,7.61,18.73,0.22,21.82,49.43,7.08,85
CLEM21,2021,CLEM,2097,2,PSP20CU2097,184130,SRR5350163,7.129899208,20.14,0.1628,23.6,50.92,9.69,18.76,0.15,21.98,47.44,9.03,85
CLEM21,2021,CLEM,2098,2,PSP20CU2098,195631,SRR5350156,7.041608668,20.16,0.1786,23.5,43.37,6.37,18.76,0.17,21.87,40.37,5.93,85
CLEM21,2021,CLEM,2101,2,PSP20CU2101,381334,SRR5349973,7.807581991,20.12,0.2377,23.17,46.29,6.26,18.86,0.22,21.72,43.39,5.87,85
CLEM21,2021,CLEM,2103,2,PSP20CU2103,209507,SRR5350140,5.65421264,20.72,0.3014,23.39,49.74,7.23,19.04,0.28,21.49,45.7,6.64,85
CLEM21,2021,CLEM,2104,2,PSP20CU2104,198074,SRR5350152,6.601667144,20.79,0.2321,24.76,55,5.57,19.27,0.22,22.95,50.98,5.17,85
CLEM21,2021,CLEM,2105,2,PSP20CU2105,261677,SRR5350100,7.42752833,20.78,0.2608,23.88,53.57,6.56,19.41,0.24,22.31,50.04,6.12,85
CLEM21,2021,CLEM,2106,2,PSP20CU2106,347496,SRR5349991,5.836458651,20.08,0.3401,23.01,56.36,7.53,18.48,0.31,21.18,51.87,6.93,85
CLEM21,2021,CLEM,2109,2,PSP20CU2109,344003,SRR5350004,6.217981632,20.14,0.306,22.85,53.94,5.52,18.6,0.28,21.11,49.82,5.1,84
CLEM21,2021,CLEM,2111,2,PSP20CU2111,272194,SRR5350071,6.013483737,20.16,0.2108,23.27,54.24,6.81,18.58,0.19,21.45,50,6.28,85
CLEM21,2021,CLEM,2112,2,PSP20CU2112,250439,SRR5350115,7.240857278,19.99,0.2344,22.81,53.07,7.94,18.64,0.22,21.27,49.49,7.4,84
CLEM21,2021,CLEM,2113,2,PSP20CU2113,505080,SRR5349945,6.732212609,20.09,0.327,22.73,47.15,7.94,18.65,0.3,21.1,43.76,7.37,84
CLEM21,2021,CLEM,2115,2,PSP20CU2115,273605,SRR5350066,7.387388113,19.79,0.2622,22.77,48.96,6.91,18.48,0.24,21.26,45.71,6.45,84
CLEM21,2021,CLEM,2116,2,PSP20CU2116,206861,SRR5350142,4.205776278,21.03,0.3785,23.32,53.74,7.99,19.06,0.34,21.13,48.69,7.24,85
CLEM21,2021,CLEM,2117,2,PSP20CU2117,356974,SRR5349989,6.310550759,21.15,0.2943,24.72,54.96,5.15,19.55,0.27,22.85,50.81,4.76,85
CLEM21,2021,CLEM,2120,2,PSP20CU2120,285730,SRR5350039,5.406355769,20.13,0.3602,24.91,50.15,6.18,18.45,0.33,22.83,45.96,5.66,85
CLEM21,2021,CLEM,2121,2,PSP20CU2121,347457,SRR5349994,6.261752637,22.08,0.2086,25.38,51.65,6.58,20.4,0.19,23.45,47.73,6.08,86
CLEM21,2021,CLEM,2124,2,PSP20CU2124,223527,NA,5.393404817,21.87,0.2768,25.09,53.68,6.64,20.04,0.25,22.99,49.19,6.08,86
CLEM21,2021,CLEM,2125,2,PSP20CU2125,319374,SRR5350026,6.006130999,22.05,0.3189,25.61,50.17,7.87,20.33,0.29,23.61,46.25,7.25,86
CLEM21,2021,CLEM,2127,2,PSP20CU2127,494077,SRR5349949,8.101051634,20.23,0.4073,23.9,49.1,7.88,19.02,0.38,22.47,46.15,7.41,85
CLEM21,2021,CLEM,2128,2,PSP20CU2128,371796,SRR5349975,7.022313962,19.99,0.1761,24.13,52.76,7.26,18.6,0.16,22.46,49.1,6.76,85
CLEM21,2021,CLEM,2129,2,PSP20CU2129,347477,SRR5349993,8.002891773,20.17,0.312,24.33,54,6.7,18.94,0.29,22.85,50.72,6.29,85
CLEM21,2021,CLEM,2133,2,PSP20CU2133,109866,SRR5350213,7.321910304,20.22,0.2577,24.88,54.3,8.19,18.87,0.24,23.22,50.67,7.65,85
CLEM21,2021,CLEM,2134,2,PSP20CU2134,184784,SRR5350162,7.642643501,19.88,0.2328,24.39,56.78,5.88,18.61,0.22,22.83,53.15,5.5,85
CLEM21,2021,CLEM,2135,2,PSP20CU2135,116056,SRR5350212,6.284680523,19.54,0.2485,24.87,53.38,7.51,18.06,0.23,22.99,49.33,6.94,85
CLEM21,2021,CLEM,2136,2,PSP20CU2136,634571,NA,6.76770993,20.33,0.2427,22.95,52.79,7.19,18.87,0.23,21.31,49.01,6.68,84
CLEM21,2021,CLEM,2138,2,PSP20CU2138,257592,SRR5350106,6.783751274,20.2,0.2422,23,51.39,7.14,18.76,0.22,21.36,47.72,6.63,84
CLEM21,2021,CLEM,2139,2,PSP20CU2139,15048,SRR5349849,7.059244351,20,0.1617,23.7,53.89,6.74,18.62,0.15,22.06,50.17,6.27,84
CLEM21,2021,CLEM,2141,2,PSP20CU2141,285727,SRR5350040,6.642237336,19.99,0.2863,21.81,48.66,8.19,18.54,0.27,20.22,45.12,7.59,84
CLEM21,2021,CLEM,2143,2,PSP20CU2143,285724,SRR5350041,6.470271298,19.64,0.3063,22.38,56.12,6.66,18.18,0.28,20.72,51.96,6.17,84
CLEM21,2021,CLEM,2144,2,PSP20CU2144,206816,NA,6.123484079,19.93,0.1822,22.19,50.89,5.7,18.39,0.17,20.48,46.96,5.26,84
CLEM21,2021,CLEM,2145,2,PSP20CU2145,193578,SRR5350161,6.500234485,20.26,0.2909,24.03,52.28,7.1,18.76,0.27,22.25,48.42,6.57,85
CLEM21,2021,CLEM,2146,2,PSP20CU2146,280613,SRR5350052,6.497152735,19.72,0.2002,23.41,53.03,5.96,18.26,0.19,21.68,49.11,5.52,85
CLEM21,2021,CLEM,2148,2,PSP20CU2148,594358,NA,5.169091548,19.82,0.2197,23.75,53.62,6.56,18.13,0.2,21.72,49.04,6,85
CLEM21,2021,CLEM,2150,2,PSP20CU2150,26157,SRR5349840,8.193044725,21.4,0.3275,23.63,55.21,7.73,20.13,0.31,22.23,51.95,7.28,85
CLEM21,2021,CLEM,2152,2,PSP20CU2152,244150,NA,7.478276946,21.42,0.2924,23.36,55.98,5.67,20.02,0.27,21.83,52.32,5.3,85
CLEM21,2021,CLEM,2153,2,PSP20CU2153,280611,SRR5350053,7.823512679,21.29,0.2464,23.62,53.38,6.12,19.96,0.23,22.15,50.05,5.74,85
CLEM21,2021,CLEM,2154,2,PSP20CU2154,343321,SRR5350013,5.963726712,21.08,0.3707,24.88,53.81,5.57,19.42,0.34,22.93,49.59,5.14,86
CLEM21,2021,CLEM,2156,2,PSP20CU2156,343331,SRR5350012,7.030302926,20.99,0.3208,25.3,55.3,6.83,19.54,0.3,23.55,51.46,6.36,86
CLEM21,2021,CLEM,2157,2,PSP20CU2157,171810,NA,6.79187583,20.51,0.2531,25.71,54.55,5.52,19.05,0.24,23.87,50.66,5.12,87
CLEM21,2021,CLEM,2158,2,PSP20CU2158,358300,SRR5349981,5.255160718,20.2,0.3359,22.95,58.34,6.79,18.49,0.31,21.01,53.39,6.22,85
CLEM21,2021,CLEM,2159,2,PSP20CU2159,183467,SRR5350164,5.902575069,20.67,0.3869,23.29,52.86,7.08,19.03,0.36,21.45,48.68,6.52,84
CLEM21,2021,CLEM,2161,2,PSP20CU2161,121352,SRR5350206,5.706687645,20.21,0.4942,22.65,50.83,6.12,18.58,0.45,20.82,46.73,5.63,84
CLEM21,2021,CLEM,2162,2,PSP20CU2162,639978,NA,7.094422604,19.91,0.3189,23.63,54.59,6.16,18.54,0.3,22.01,50.84,5.74,85
CLEM21,2021,CLEM,2164,2,PSP20CU2164,210568,SRR5350137,7.164959414,19.7,0.5565,23.81,54.42,5.44,18.36,0.52,22.19,50.71,5.07,85
CLEM21,2021,CLEM,2165,2,PSP20CU2165,280614,SRR5350051,7.589780059,20.18,0.3276,23.64,49.84,6.6,18.88,0.31,22.12,46.62,6.17,85
CLEM21,2021,CLEM,2166,2,PSP20CU2166,285747,SRR5350037,5.505034661,20.99,0.3127,25.09,54.33,6.42,19.26,0.29,23.02,49.84,5.89,85
CLEM21,2021,CLEM,2167,2,PSP20CU2167,210569,SRR5350136,5.548691916,20.41,0.2825,24.36,51.19,7.16,18.73,0.26,22.36,46.98,6.57,85
CLEM21,2021,CLEM,2169,2,PSP20CU2169,125840,SRR5350203,6.041753609,20.97,0.3015,24.93,49.24,5.55,19.34,0.28,22.99,45.4,5.12,85
CLEM21,2021,CLEM,2170,2,PSP20CU2170,197990,SRR5350154,8.302345285,20.72,0.2945,22.79,54.13,6.66,19.51,0.28,21.46,50.98,6.27,84
CLEM21,2021,CLEM,2171,2,PSP20CU2171,253968,SRR5350108,8.617094931,20.78,0.1983,24.03,54.28,7.48,19.63,0.19,22.7,51.27,7.06,85
CLEM21,2021,CLEM,2173,2,PSP20CU2173,250440,SRR5350114,8.205755555,20.53,0.1962,23.45,57.1,6.36,19.32,0.18,22.06,53.73,5.98,85
CLEM21,2021,CLEM,2174,2,PSP20CU2174,505127,SRR5349942,7.065242138,20.33,0.416,24.59,53.05,6.37,18.93,0.39,22.89,49.39,5.93,86
CLEM21,2021,CLEM,2175,2,PSP20CU2175,198072,SRR5350153,6.613769668,20.28,0.3474,24.18,53.15,4.59,18.8,0.32,22.42,49.27,4.26,85
CLEM21,2021,CLEM,2176,2,PSP20CU2176,476409,SRR5349954,6.480946552,20.98,0.3717,24.21,51.53,5.33,19.43,0.34,22.42,47.71,4.93,85
CLEM21,2021,CLEM,2177,2,PSP20CU2177,203067,SRR5350148,6.115739723,19.36,0.221,22.89,51.9,7.44,17.86,0.2,21.12,47.89,6.86,84
CLEM21,2021,CLEM,2178,2,PSP20CU2178,343958,SRR5350009,5.871523014,19.22,0.353,23.01,54.99,5.22,17.69,0.32,21.18,50.63,4.8,84
CLEM21,2021,CLEM,2180,2,PSP20CU2180,204306,SRR5350145,5.813087501,19.29,0.243,23.06,52.78,6.95,17.75,0.22,21.22,48.56,6.4,85
CLEM21,2021,CLEM,2181,2,PSP20CU2181,164971,SRR5350188,6.723211675,19.93,0.2666,22.91,57.97,5.82,18.5,0.25,21.26,53.8,5.4,85
CLEM21,2021,CLEM,2184,2,PSP20CU2184,285722,SRR5350042,7.317001077,20.2,0.3974,23.67,56.42,7.63,18.85,0.37,22.09,52.65,7.12,84
CLEM21,2021,CLEM,2185,2,PSP20CU2185,261623,SRR5350104,6.590788533,20.49,0.3548,23.06,56.58,8.1,18.99,0.33,21.37,52.44,7.51,84
CLEM21,2021,CLEM,2187,2,PSP20CU2187,314794,SRR5350028,6.882530444,20.39,0.4498,21.95,54.33,5.22,18.95,0.42,20.4,50.49,4.85,84
CLEM21,2021,CLEM,2188,2,PSP20CU2188,358620,SRR5349979,7.587868818,20.05,0.3464,23.02,51.19,6.95,18.76,0.32,21.54,47.89,6.51,84
CLEM21,2021,CLEM,2189,2,PSP20CU2189,271511,SRR5350076,7.350546777,20.23,0.3892,23.05,49.24,5.42,18.88,0.36,21.52,45.96,5.06,85
CLEM21,2021,CLEM,2190,2,PSP20CU2190,207508,SRR5350141,6.53617365,20.89,0.212,24.13,54.13,5.82,19.35,0.2,22.35,50.15,5.39,85
CLEM21,2021,CLEM,2191,2,PSP20CU2191,347329,NA,7.111382088,21.3,0.3096,23.91,54.28,6.78,19.84,0.29,22.27,50.56,6.31,85
CLEM21,2021,CLEM,2192,2,PSP20CU2192,477371,SRR5349951,7.045797602,21.04,0.3564,23.59,57.1,4.95,19.58,0.33,21.96,53.15,4.61,85
CLEM21,2021,CLEM,2194,2,PSP20CU2194,505122,SRR5349943,6.123837161,20.06,0.2456,23.37,53.05,6.13,18.51,0.23,21.57,48.96,5.66,85
CLEM21,2021,CLEM,2195,2,PSP20CU2195,206838,SRR5350143,6.628850981,20.22,0.2731,23.37,53.15,5.85,18.75,0.25,21.67,49.28,5.42,85
CLEM21,2021,CLEM,2196,2,PSP20CU2196,638516,NA,6.169026224,20.37,0.3809,23.04,51.53,5.1,18.81,0.35,21.27,47.57,4.71,85
CLEM21,2021,CLEM,2198,2,PSP20CU2198,280252,SRR5350056,7.524020576,20.27,0.3054,24.44,51.9,7.49,18.95,0.29,22.85,48.52,7,85
CLEM21,2021,CLEM,2203,2,PSP20CU2203,275822,SRR5350061,7.162875543,20.71,0.3428,23.51,54.99,6.59,19.3,0.32,21.91,51.24,6.14,85
CLEM21,2021,CLEM,2204,2,PSP20CU2204,117264,SRR5350209,7.285105944,20.25,0.2995,24.08,52.78,6.35,18.89,0.28,22.46,49.24,5.92,85
CLEM21,2021,CLEM,2205,2,PSP20CU2205,413703,SRR5349960,6.194081381,20.25,0.5296,22.7,57.97,7.04,18.7,0.49,20.96,53.53,6.5,84
CLEM21,2021,CLEM,2209,2,PSP20CU2209,221697,SRR5350129,6.269885136,20.19,0.3224,22.64,56.42,5.71,18.66,0.3,20.92,52.13,5.28,84
CLEM21,2021,CLEM,2211,2,PSP20CU2211,356984,SRR5349987,6.550181814,19.98,0.3715,22.66,56.58,7.16,18.51,0.34,21,52.42,6.63,84
CLEM21,2021,CLEM,2215,2,PSP20CU2215,343987,SRR5350005,7.406111667,21.35,0.1792,24.96,49.7,8.36,19.94,0.17,23.31,46.42,7.81,85
CLEM21,2021,CLEM,2219,2,PSP20CU2219,308796,SRR5350029,6.804137912,21.55,0.1359,25.15,56.43,7.25,20.01,0.13,23.36,52.41,6.73,85
CLEM21,2021,CLEM,2220,2,PSP20CU2220,140298,NA,7.386698132,21.7,0.2284,25.03,51.7,7.23,20.26,0.21,23.37,48.28,6.76,85
CLEM21,2021,CLEM,2221,2,PSP20CU2221,240516,NA,7.7865027,20.53,0.191,25.12,56.99,8.17,19.24,0.18,23.54,53.41,7.66,86
CLEM21,2021,CLEM,2222,2,PSP20CU2222,134271,SRR5350202,7.823019836,20.93,0.1467,24.64,56.75,5.36,19.62,0.14,23.1,53.21,5.03,85
CLEM21,2021,CLEM,2223,2,PSP20CU2223,271035,SRR5350079,7.89640576,21.44,0.2424,24.87,50.08,5.93,20.12,0.23,23.33,46.99,5.56,85
CLEM21,2021,CLEM,2225,2,PSP20CU2225,263027,NA,7.330165977,22.45,0.1943,26.98,53.54,7.25,20.95,0.18,25.18,49.97,6.77,87
CLEM21,2021,CLEM,2227,2,PSP20CU2227,393490,SRR5349970,6.516144788,21.96,0.2089,26.74,56.61,4.82,20.34,0.19,24.77,52.43,4.47,87
CLEM21,2021,CLEM,2228,2,PSP20CU2228,628276,NA,6.947915603,22.3,0.1834,27.07,52.74,6.58,20.74,0.17,25.17,49.05,6.12,87
CLEM21,2021,CLEM,2230,2,PSP20CU2230,639980,SRR5349926,5.837840468,19.85,0.1856,23.84,53.25,8.25,18.27,0.17,21.94,49.01,7.59,85
CLEM21,2021,CLEM,2234,2,PSP20CU2234,169603,NA,5.762506932,19.83,0.218,23.67,52.89,6.43,18.24,0.2,21.77,48.65,5.91,85
CLEM21,2021,CLEM,2236,2,PSP20CU2236,26160,SRR5349839,6.840267526,20.17,0.1975,23.85,59.09,5.78,18.74,0.18,22.16,54.9,5.37,85
CLEM21,2021,CLEM,2237,2,PSP20CU2237,179450,SRR5350177,6.929449353,21.02,0.1982,25.7,55.71,5.79,19.54,0.18,23.9,51.8,5.39,85
CLEM21,2021,CLEM,2238,2,PSP20CU2238,179459,SRR5350175,6.426411886,20.86,0.1564,25.08,52.34,6.55,19.3,0.14,23.21,48.44,6.06,85
CLEM21,2021,CLEM,2239,2,PSP20CU2239,343338,SRR5350011,6.665200967,20.8,0.1694,24.54,52.45,8.27,19.29,0.16,22.76,48.65,7.67,85
CLEM21,2021,CLEM,2240,2,PSP20CU2240,261622,SRR5350105,7.208580689,20.56,0.2203,25.11,50.81,6.41,19.17,0.21,23.41,47.37,5.98,85
CLEM21,2021,CLEM,2241,2,PSP20CU2241,288025,SRR5350033,6.545705129,21.13,0.196,24.15,51.62,7.8,19.58,0.18,22.37,47.82,7.23,85
CLEM21,2021,CLEM,2242,2,PSP20CU2242,272218,SRR5350068,6.475924594,20.46,0.1993,24.4,50.2,7.85,18.94,0.18,22.59,46.48,7.27,85
CLEM21,2021,CLEM,2243,2,PSP20CU2243,347281,SRR5349996,6.478434669,20.11,0.1954,23.94,49.4,6.23,18.62,0.18,22.17,45.74,5.77,84
CLEM21,2021,CLEM,2244,2,PSP20CU2244,124478,SRR5350205,5.668933886,19.87,0.2016,23.84,49.24,7.13,18.26,0.19,21.91,45.24,6.55,85
CLEM21,2021,CLEM,2246,2,PSP20CU2246,180693,SRR5350171,6.320515873,20.08,0.1629,24.22,54.13,5.7,18.56,0.15,22.39,50.05,5.27,85
CLEM21,2021,CLEM,2247,2,PSP20CU2247,155109,SRR5350197,8.408087044,21.91,0.1925,26.17,54.28,7.82,20.65,0.18,24.67,51.17,7.37,85
CLEM21,2021,CLEM,2249,2,PSP20CU2249,639976,SRR5349928,6.944435382,21.61,0.1769,25.07,57.1,5.45,20.1,0.16,23.31,53.1,5.07,85
CLEM21,2021,CLEM,2250,2,PSP20CU2250,280619,SRR5350048,8.159211044,21.36,0.2543,24.89,53.05,7.82,20.09,0.24,23.41,49.9,7.36,85
CLEM21,2021,CLEM,2252,2,PSP20CU2252,619079,SRR5349935,7.203909057,21.67,0.2057,25.16,53.15,7.19,20.2,0.19,23.45,49.54,6.71,87
CLEM21,2021,CLEM,2254,2,PSP20CU2254,164548,SRR5350191,7.130670134,21.61,0.1727,24.77,51.53,7.41,20.13,0.16,23.08,48,6.9,87
CLEM21,2021,CLEM,2255,2,PSP20CU2255,156647,SRR5350196,8.501018306,22.01,0.1809,25.19,51.9,6.05,20.77,0.17,23.77,48.97,5.71,87
CLEM21,2021,CLEM,2257,2,PSP20CU2257,179451,SRR5350176,5.843936039,20.06,0.2436,23.95,54.99,6.9,18.46,0.22,22.04,50.61,6.35,85
CLEM21,2021,CLEM,2258,2,PSP20CU2258,601516,SRR5349936,6.13315602,19.91,0.225,23.19,52.78,4.07,18.37,0.21,21.4,48.71,3.75,84
CLEM21,2021,CLEM,2259,2,PSP20CU2259,358633,SRR5349978,5.955909913,19.74,0.2125,23.49,57.97,6.86,18.19,0.2,21.64,53.41,6.32,85
CLEM21,2021,CLEM,2262,2,PSP20CU2262,125839,SRR5350204,7.07898308,20.59,0.1955,24.15,56.42,7.2,19.17,0.18,22.49,52.53,6.7,86
CLEM21,2021,CLEM,2263,2,PSP20CU2263,639977,SRR5349927,7.660757096,20.68,0.1962,24.15,56.58,6.83,19.36,0.18,22.61,52.97,6.39,85
CLEM21,2021,CLEM,2264,2,PSP20CU2264,269825,SRR5350082,7.424586462,20.52,0.1552,23.74,54.33,6.47,19.17,0.14,22.18,50.75,6.04,85
CLEM21,2021,CLEM,2267,2,PSP20CU2267,639979,NA,6.838061242,19.98,0.2093,22.18,51.19,8.91,18.56,0.19,20.61,47.56,8.28,85
CLEM21,2021,CLEM,2268,2,PSP20CU2268,164972,SRR5350187,6.575364149,20.24,0.1949,22.54,49.24,4.53,18.76,0.18,20.89,45.63,4.2,85
CLEM21,2021,CLEM,2270,2,PSP20CU2270,181958,SRR5350165,6.735068077,20.27,0.2007,23.67,54.13,6.79,18.81,0.19,21.97,50.24,6.31,85
CLEM21,2021,CLEM,2271,2,PSP20CU2271,277852,SRR5350059,7.477518475,20.38,0.1948,23.66,54.28,7.16,19.05,0.18,22.11,50.73,6.69,85
CLEM21,2021,CLEM,2273,2,PSP20CU2273,163129,SRR5350192,6.730089864,20.45,0.1848,23.67,50.92,7.15,18.98,0.17,21.97,47.26,6.63,85
CLEM21,2021,CLEM,2276,2,PSP20CU2276,236492,SRR5350125,6.708715615,20.41,0.2075,23.61,43.37,7.75,18.94,0.19,21.91,40.24,7.19,85
CLEM21,2021,CLEM,2278,2,PSP20CU2278,429845,SRR5349957,8.837645291,20.1,0.1893,24.97,46.29,10.83,19.02,0.18,23.63,43.81,10.25,85
CLEM21,2021,CLEM,2280,2,PSP20CU2280,269770,NA,8.922015303,20.04,0.204,24.96,49.74,9.23,18.98,0.19,23.64,47.12,8.74,85
CLEM21,2021,CLEM,2282,2,PSP20CU2282,505108,SRR5349944,5.775326233,20.48,0.2197,24.31,55,7.49,18.84,0.2,22.36,50.59,6.89,85
CLEM21,2021,CLEM,2283,2,PSP20CU2283,261636,SRR5350102,5.760882121,20.67,0.2278,24.3,53.57,9.45,19.01,0.21,22.35,49.27,8.69,85
CLEM21,2021,CLEM,2284,2,PSP20CU2284,272204,NA,7.987313826,19.97,0.2073,23.71,56.36,7.82,18.75,0.19,22.26,52.93,7.35,84
CLEM21,2021,CLEM,2285,2,PSP20CU2285,244121,NA,8.606647704,19.69,0.2161,23.7,53.94,7.19,18.6,0.2,22.38,50.94,6.79,84
CLEM21,2021,CLEM,2286,2,PSP20CU2286,340130,SRR5350015,5.937885454,20.2,0.1998,24.99,54.24,7.41,18.61,0.18,23.02,49.96,6.83,85
CLEM21,2021,CLEM,2290,2,PSP20CU2290,169608,SRR5350183,6.294947735,20.18,0.2137,24.99,53.07,6.05,18.65,0.2,23.1,49.05,5.59,85
CLEM21,2021,CLEM,2291,2,PSP20CU2291,197044,SRR5350155,6.617504045,21.04,0.1846,24.78,47.15,6.9,19.51,0.17,22.97,43.71,6.39,86
CLEM21,2021,CLEM,2293,2,PSP20CU2293,195404,SRR5350157,6.608845588,20.93,0.2292,24.71,48.96,8.19,19.4,0.21,22.91,45.38,7.6,86
CLEM21,2021,CLEM,2294,2,PSP20CU2294,274584,SRR5350063,5.798422719,19.81,0.2142,23.28,53.74,5.88,18.22,0.2,21.42,49.44,5.41,85
